dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
82733528K,Carrefour,Malaga,23/12/2019 18:46,23/12/2019 21:13,100.07
47504932L,Mercadona,Almeria,23/12/2019 21:51,23/12/2019 23:16,112.30
66247259Z,Aldi,Jaen,23/12/2019 22:28,24/12/2019 00:09,4.02
90225569L,Supersol,Almeria,24/12/2019 02:47,24/12/2019 03:51,123.51
47374034Z,Mas,Cadiz,24/12/2019 04:20,24/12/2019 07:11,82.04
90963150J,Supersol,Malaga,24/12/2019 08:54,24/12/2019 10:34,186.02
26723394Q,Mas,Malaga,24/12/2019 09:46,24/12/2019 10:22,153.46
70266646J,Carrefour,Sevilla,24/12/2019 13:39,24/12/2019 13:52,158.74
79707751D,Lidl,Granada,24/12/2019 16:40,24/12/2019 17:45,102.47
57273611T,Lidl,Granada,24/12/2019 19:13,24/12/2019 21:38,176.72
31541431J,Supersol,Huelva,24/12/2019 23:35,25/12/2019 00:28,47.27
74077105Q,Aldi,Huelva,25/12/2019 03:15,25/12/2019 04:18,157.24
37766627Y,Mas,Malaga,25/12/2019 04:16,25/12/2019 05:49,16.14
57456191Y,Carrefour,Almeria,25/12/2019 04:57,25/12/2019 05:55,23.45
54930005W,Lidl,Cordoba,25/12/2019 06:19,25/12/2019 08:05,148.50
03973756T,Supersol,Almeria,25/12/2019 09:24,25/12/2019 11:30,179.92
67983115Z,Dia,Cordoba,25/12/2019 13:44,25/12/2019 15:10,86.64
42522304L,Carrefour,Cadiz,25/12/2019 15:47,25/12/2019 18:42,188.04
47241165Q,Aldi,Huelva,25/12/2019 16:42,25/12/2019 18:03,30.21
52109319J,Carrefour,Malaga,25/12/2019 17:32,25/12/2019 18:45,81.27
43988060P,Mas,Huelva,25/12/2019 23:13,26/12/2019 00:58,151.39
25033337E,Supersol,Cadiz,26/12/2019 03:03,26/12/2019 03:39,36.92
03973756T,Carrefour,Almeria,26/12/2019 11:17,26/12/2019 11:51,97.35
41534023W,Mercadona,Granada,26/12/2019 11:48,26/12/2019 12:50,94.72
58621691G,Lidl,Malaga,26/12/2019 11:57,26/12/2019 12:15,127.28
93164304K,Lidl,Cordoba,26/12/2019 13:46,26/12/2019 16:45,53.07
73699204M,Carrefour,Malaga,27/12/2019 09:29,27/12/2019 11:37,186.37
35406772C,Carrefour,Malaga,27/12/2019 09:56,27/12/2019 11:04,103.31
89803474C,Supersol,Malaga,27/12/2019 18:50,27/12/2019 20:11,38.85
46908107K,Carrefour,Cadiz,28/12/2019 02:50,28/12/2019 04:58,24.45
91030004Y,Lidl,Almeria,28/12/2019 11:08,28/12/2019 12:14,6.02
76663187R,Supersol,Malaga,28/12/2019 14:42,28/12/2019 15:42,174.42
32311916K,Mercadona,Cordoba,28/12/2019 18:37,28/12/2019 20:37,142.23
50606212W,Lidl,Sevilla,29/12/2019 02:04,29/12/2019 02:20,57.19
69371422H,Supersol,Sevilla,29/12/2019 02:37,29/12/2019 03:15,78.00
58507616D,Lidl,Sevilla,29/12/2019 09:47,29/12/2019 09:59,187.81
99074860Z,Supersol,Sevilla,29/12/2019 13:02,29/12/2019 13:14,161.26
05350155X,Mas,Cadiz,29/12/2019 15:32,29/12/2019 17:53,142.96
87331079X,Aldi,Malaga,29/12/2019 17:12,29/12/2019 17:41,60.87
05350155X,Lidl,Cadiz,29/12/2019 17:21,29/12/2019 20:10,160.30
86606482M,Carrefour,Granada,29/12/2019 23:05,29/12/2019 23:46,12.71
88798554Q,Dia,Almeria,30/12/2019 01:01,30/12/2019 02:56,127.90
14308083J,Aldi,Malaga,30/12/2019 02:09,30/12/2019 04:40,189.57
13109653K,Dia,Cordoba,30/12/2019 03:01,30/12/2019 05:08,156.35
74648587V,Carrefour,Cordoba,30/12/2019 04:19,30/12/2019 05:15,36.51
13529450E,Mas,Sevilla,30/12/2019 12:13,30/12/2019 12:53,113.21
29608161P,Carrefour,Sevilla,30/12/2019 12:45,30/12/2019 14:21,167.75
97145433B,Carrefour,Cordoba,30/12/2019 15:11,30/12/2019 16:25,46.83
80433553T,Lidl,Huelva,30/12/2019 15:59,30/12/2019 18:57,23.32
08113702S,Aldi,Cadiz,30/12/2019 17:09,30/12/2019 18:01,121.23
42238507L,Dia,Cadiz,30/12/2019 17:41,30/12/2019 20:41,103.18
89803474C,Dia,Malaga,30/12/2019 21:08,30/12/2019 21:26,41.58
06286245T,Aldi,Sevilla,30/12/2019 21:50,30/12/2019 22:30,180.92
